id,releasedate,title,genre,budget,revenue,year,has_trailer
395,1989-04-07,84C MoPic,Drama,,"$154,264",1989,False
396,2008-04-18,88 Minutes,Thriller/Suspense,"$30,000,000","$16,930,884",2008,False
397,1999-02-26,8MM,Thriller/Suspense,"$40,000,000","$36,443,442",1999,False
398,2009-09-09,9,Adventure,"$30,000,000","$31,749,894",2009,True
399,2008-12-12,$9.99,Comedy,,"$52,107",2008,False
400,2014-04-04,9 mois ferme,Comedy,,"$154,485",2014,False
401,2005-07-22,9 Songs,Drama,,"$49,835",2005,False
402,1980-12-19,Nine to Five,Comedy,,"$103,290,500",1980,False
403,2015-09-11,90 Minutes in Heaven,Drama,"$5,000,000","$4,816,142",2015,True
404,2011-12-31,920 Sacramento,Drama,,$0,2011,False
405,2006-04-07,95 Miles to Go,Documentary,,"$3,195",2006,False
406,2014-04-15,95ers: Time Runners,Thriller/Suspense,,$0,2014,False
407,2012-04-27,96 Minutes,Drama,,$0,2012,False
408,2017-05-26,96 Souls,Drama,,$0,2017,False
409,1989-03-22,976-Evil,Horror,,"$2,955,917",1989,False
410,2008-06-06,99 francs,Comedy,,"$79,477",2008,False
411,2015-09-25,99 Homes,Drama,,"$1,411,927",2015,True
412,2013-09-06,99% - The Occupy Wall Street Collaborative Film,Documentary,,$0,2013,False
413,2011-01-28,99 River Street,Thriller/Suspense,,$0,2011,False
414,2005-12-31,9th Company,Drama,,$0,2005,False
415,2016-09-02,The 9th Life of Louis Drax,Thriller/Suspense,,$0,2016,True
416,2016-06-01,A Aa,Romantic Comedy,,"$2,313,043",2016,False
417,2016-12-31,Bringing Tibet Home,Documentary,,$0,2016,False
418,2017-12-31,À Bras Ouverts,Comedy,,$0,2017,False
419,2013-10-04,A.C.O.D.,Comedy,,"$157,690",2013,False
420,2009-12-31,Á Deriva,,,$0,2009,False
421,2016-12-31,À fond,Comedy,,$0,2016,False
422,2016-10-21,A Ga ssi,Drama,,"$2,006,788",2016,False
423,2016-12-31,À jamais,Drama,,$0,2016,False
424,1986-01-31,A.K.: The Making of Ran,Documentary,,$0,1986,False
425,2008-04-15,à L'Intérieur,Horror,"$3,000,000",$0,2008,False
426,2003-02-14,à la folie... pas du tout,Thriller/Suspense,,"$1,009,827",2003,False
427,2015-02-27,A La Mala,Romantic Comedy,,"$3,629,842",2015,True
428,2016-05-27,À la vie,Drama,,$0,2016,False
429,2015-05-12,The A-List,Comedy,,$0,2015,False
430,2016-12-31,A Mãe é que Sabe,Comedy,,$0,2016,False
431,2017-02-28,A*P*E,,,$0,2017,False
432,2016-09-09,À peine j’ouvre les yeux,Drama,,"$30,989",2016,False
433,2012-10-16,A Princess for Christmas ,Romantic Comedy,,$0,2012,False
434,2010-06-11,The A-Team,Action,"$110,000,000","$77,222,099",2010,True
435,2015-12-31,A Toca do Lobo,Documentary,,$0,2015,False
436,2015-12-31,À trois on y va,Drama,,$0,2015,False
437,2015-08-28,A vida privada dos hipopótamos,Documentary,,$0,2015,False
438,2014-08-08,Aa Gaye Munde U.K. De,Romantic Comedy,,"$135,000",2014,False
439,2015-12-31,Aaaaaaaah!,Black Comedy,,$0,2015,False
440,2009-09-04,Aage Se Right,,,$0,2009,False
441,2014-02-21,Aaha Kalyanam,Romantic Comedy,,$0,2014,False
442,2007-11-30,Aaja Nachle,Musical,,"$484,108",2007,False
443,2016-12-31,Aanandam,Romantic Comedy,,$0,2016,False
444,2016-12-31,Aandavan Kattalai,Drama,,$0,2016,False
445,2007-12-31,Aap Kaa Surroor,,,$0,2007,False
446,2011-08-12,Aarakshan,Drama,,"$651,096",2011,False
447,2016-12-31,Aardvark,,,$0,2016,False
448,2011-12-31,Aaron and Sarah,Romantic Comedy,,$0,2011,False
449,2017-06-02,Aaron’s Blood,,,$0,2017,False
450,2010-08-27,Aashayein,Drama,,$0,2010,False
451,2011-12-31,Aashiqui 2,Musical,,$0,2011,False
452,2016-12-31,Aatishbaazi Ishq,Thriller/Suspense,,$0,2016,False
453,2014-01-24,Aatsinke: The Story of Arctic Cowboys,Documentary,,$0,2014,False
454,2017-05-19,Abacus: Small Enough to Jail,Documentary,,"$93,170",2017,False
455,2002-10-18,Abandon,Thriller/Suspense,"$25,000,000","$10,719,367",2002,False
456,2016-05-03,Abandoned,Thriller/Suspense,,$0,2016,False
457,2009-12-31,Abandoned,Thriller/Suspense,,$0,2009,False
458,2013-08-15,Abandoned Mine,Thriller/Suspense,,$0,2013,False
459,2007-02-23,The Abandoned,Horror,,"$1,255,524",2007,False
460,2016-01-08,The Abandoned,Thriller/Suspense,,$0,2016,False
461,2016-12-09,Abattoir,Horror,,$0,2016,False
462,2017-12-31,Abbaneun Ddal,Comedy,,$0,2017,False
463,2016-12-31,L'abbiamo fatta grossa,Comedy,,$0,2016,False
464,2002-05-03,ABC Africa,Documentary,,"$8,886",2002,False
465,2001-11-30,ABCD,Drama,,"$83,372",2001,False
466,2013-02-08,ABCD (Any Body Can Dance),Musical,"$1,900,000","$222,098",2013,False
467,2015-06-19,ABCD 2,Drama,,"$892,133",2015,False
468,2014-10-31,The ABC’s of Death 2,Horror,,"$7,171",2014,False
469,2013-05-21,The ABCs of Death,Horror,,"$21,832",2013,False
470,2011-09-23,Abduction,Thriller/Suspense,"$35,000,000","$28,087,155",2011,True
471,2006-11-24,Abduction: The Megumi Yokota Story,Documentary,,"$26,859",2006,False
472,2010-12-31,Abel,Drama,,$0,2010,False
473,2013-01-23,Abel's Field,Drama,,$0,2013,False
474,2001-08-17,Aberdeen,Drama,"$6,500,000","$64,148",2001,False
475,2014-05-09,Aberdeen,Drama,,$0,2014,False
476,2014-03-11,Abner the Invisible Dog,,,$0,2014,False
477,2016-05-16,The Abolitionists,Documentary,,$0,2016,False
478,2006-04-14,Abominable,Horror,,"$1,810",2006,False
479,2013-10-23,Abominable Christmas,Adventure,,$0,2013,False
480,2004-02-20,Abouna,Drama,,"$2,350",2004,False
481,2002-05-17,About a Boy,Romantic Comedy,"$27,000,000","$40,803,000",2002,False
482,2015-12-31,About a Girl,Drama,,$0,2015,False
483,2001-05-11,About Adam,Comedy,,"$151,559",2001,False
484,2014-08-08,About Alex,Drama,,$0,2014,False
485,2012-09-21,About Cherry,Drama,,"$3,003",2012,False
486,2011-11-11,About Fifty,,,"$2,500",2011,False
487,1986-07-01,About Last Night...,Comedy,,"$38,702,310",1986,False
488,2014-02-14,About Last Night,Romantic Comedy,"$13,000,000","$48,637,684",2014,True
489,2002-12-13,About Schmidt,Drama,"$30,000,000","$65,005,217",2002,False
490,2016-03-11,About Scout,Comedy,,$0,2016,False
491,2013-12-31,About Sunny,Drama,,$0,2013,False
492,2013-11-01,About Time,Romantic Comedy,"$12,000,000","$15,323,921",2013,True
493,2016-04-15,Above and Below,Documentary,,$0,2016,False
494,2015-01-30,Above and Beyond,Documentary,"$1,300,000","$288,751",2015,False
495,1995-05-21,Above Suspicion,Drama,,$0,1995,False
496,1994-03-07,Above Suspicion,Thriller/Suspense,,$0,1994,False
497,1988-04-08,Above the Law,Action,,"$18,869,631",1988,False
498,1994-03-23,Above the Rim,Drama,,"$16,026,469",1994,False
499,2012-11-13,Abraham Lincoln,Drama,,$0,2012,False
500,2012-06-22,Abraham Lincoln: Vampire Hunter,Horror,"$67,500,000","$37,519,139",2012,True
501,2012-12-31,Abraham Lincoln vs. Zombies,Horror,,$0,2012,False
502,2016-02-17,El abrazo de la serpiente,Drama,,"$1,329,249",2016,False
503,2009-11-20,Los abrazos rotos,Thriller/Suspense,,"$5,014,305",2009,False
504,2001-12-14,Abril Despedaçado,Drama,,"$64,210",2001,False
505,2013-07-05,Absence,Horror,,$0,2013,False
506,1981-11-19,Absence of Malice,Drama,,"$33,312,129",1981,False
507,1961-03-16,The Absent Minded Professor,Comedy,,"$25,381,407",1961,False
508,2011-01-07,The Absent,Thriller/Suspense,,$0,2011,False
509,2011-12-31,Absentia,Horror,"$70,000",$0,2011,False
510,1986-04-18,Absolute Beginners,Musical,,"$930,211",1986,False
511,2013-12-31,Absolute Deception,Action,,$0,2013,False
512,1997-02-14,Absolute Power,Thriller/Suspense,"$50,000,000","$50,068,310",1997,False
513,2015-12-31,Absolute Rest,Drama,,$0,2015,False
514,2006-10-27,Absolute Wilson,Documentary,,"$66,217",2006,False
515,2017-05-12,Absolutely Anything,Comedy,,$0,2017,False
516,2016-07-22,Absolutely Fabulous: The Movie,Comedy,,"$4,772,155",2016,False
517,2015-05-15,Absolution,Action,,$0,2015,False
518,2017-12-31,Absurd Accident,Multiple Genres,,$0,2017,False
519,2009-02-06,Absurdistan,Comedy,,"$39,683",2009,False
520,1999-10-08,El Abuelo,Drama,,"$50,037",1999,False
521,2017-12-31,Abulele,,,$0,2017,False
522,2016-12-31,Abundant Acreage Available,Drama,,$0,2016,False
523,2014-08-22,Abus de faiblesse,Drama,,"$31,557",2014,False
524,1989-08-09,The Abyss,Action,"$70,000,000","$54,243,125",1989,False
525,2015-12-31,Abzurdah,Drama,,$0,2015,False
526,1982-04-30,AC/DC: Let There Be Rock,Concert/Performance,,"$52,590",1982,False
527,2016-09-02,La academia de las musas,Drama,,$0,2016,False
528,2016-12-31,Acantilado,Thriller/Suspense,,$0,2016,False
529,2017-12-31,L'Accabadora,Comedy,,$0,2017,False
530,2000-12-31,Accelerator,,,$0,2000,False
531,2006-08-18,Accepted,Comedy,,"$36,580,083",2006,False
532,1996-12-31,Access Denied,Drama,,$0,1996,False
533,2014-05-23,Accident,Drama,,"$17,161",2014,False
534,2017-01-06,"Accidental Courtesy: Daryl Davis, Race & America",Documentary,,"$1,940",2017,False
535,2014-12-31,The Accidental Detective,Action,,$0,2014,False
536,2016-06-21,Accidental Engagement,Drama,,$0,2016,False
537,2009-11-10,The Accidental Husband,Romantic Comedy,,$0,2009,False
538,2015-03-17,Accidental Love,Comedy,"$26,000,000",$0,2015,False
539,1988-12-23,The Accidental Tourist,Drama,,"$32,632,000",1988,False
540,2011-12-31,Accidentally in Love,Comedy,,$0,2011,False
541,2011-12-31,Accidentes,Comedy,,$0,2011,False
542,2010-07-27,Accidents Happen,,,$0,2010,False
543,2016-10-14,The Accountant,Thriller/Suspense,"$40,000,000","$86,260,045",2016,True
544,1988-10-14,The Accused,Drama,,"$32,078,318",1988,False
545,2014-05-06,Ace in the Hole,Drama,,$0,2014,False
546,2016-08-26,Ace the Case,Thriller/Suspense,,$0,2016,False
547,2009-03-03,Ace Ventura Jr.: Pet Detective,Comedy,,$0,2009,False
548,1994-02-04,Ace Ventura: Pet Detective,Comedy,"$12,000,000","$72,217,396",1994,False
549,1995-11-10,Ace Ventura: When Nature Calls,Comedy,"$30,000,000","$108,360,063",1995,False
550,2014-08-19,Ace Wonder: Message From a Dead Man,,,$0,2014,False
551,2016-12-31,Achcham Yenbadhu Madamaiyada,Drama,,$0,2016,False
552,2016-12-31,The Achy Breaky Hearts,Romantic Comedy,,$0,2016,False
553,1999-08-06,The Acid House,Drama,,"$142,783",1999,False
554,2017-12-31,Acme,Comedy,,$0,2017,False
555,2016-11-01,A.C.O.R.N.S.: Operation Crackdown,Adventure,,$0,2016,False
556,1972-01-01,Across 110th Street,Thriller/Suspense,,"$10,000,000",1972,False
557,1976-01-01,Across the Great Divide,Western,,"$18,800,000",1976,False
558,2010-01-19,Across the Hall,Thriller/Suspense,,$0,2010,False
559,2015-12-31,Across the Line,Drama,,$0,2015,False
560,2010-12-31,Across the Line: The Exodus of Charlie Wright,Action,,$0,2010,False
561,1995-10-20,Across The Sea of Time,Drama,,"$16,015,639",1995,False
562,1990-12-31,Across the Tracks,Drama,,$0,1990,False
563,2007-09-14,Across the Universe,Musical,"$45,000,000","$24,343,673",2007,False
564,1951-01-01,Across the Wide Missouri,Western,,"$5,500,000",1951,False
565,2009-07-31,Act of God,,,"$9,955",2009,False
566,2013-07-19,The Act of Killing,Documentary,"$1,000,000","$486,919",2013,False
567,2017-01-10,An Act of Love,Documentary,,$0,2017,False
568,2012-02-24,Act of Valor,Action,"$12,000,000","$70,012,847",2012,True
569,2015-12-31,Action Hero Biju,Action,,$0,2015,False
570,1988-02-12,Action Jackson,Action,"$7,000,000","$20,257,000",1988,False
571,2018-03-23,Action Point,,,$0,2018,False
572,2010-11-05,Action Replayy,Drama,,"$410,262",2010,False
573,2014-12-31,The Activist,Drama,,$0,2014,False
574,2015-01-01,Actor for Hire,Comedy,,$0,2015,False
575,2016-09-12,Actor in Law,,,$0,2016,False
576,2017-03-10,Actor Martinez,Drama,,$0,2017,False
577,2014-11-07,Actress,Documentary,,"$19,365",2014,False
578,2007-12-31,Actrices,,,$0,2007,False
579,2009-12-31,Acts of Violence,,,$0,2009,False
580,2003-11-21,Acts of Worship,Drama,,"$9,377",2003,False
581,2010-11-09,Acustico En Vivo,Concert/Performance,,$0,2010,False
582,2017-12-31,Ad Astra,Thriller/Suspense,,$0,2017,False
583,2012-12-31,Ad Inexplorata,Action,,$0,2012,False
584,2009-07-29,Adam,Drama,"$3,200,000","$2,277,396",2009,False
585,2006-03-31,Adam & Steve,Romantic Comedy,,"$309,404",2006,False
586,2016-12-31,Adam Mısın!,Comedy,,$0,2016,False
587,2009-09-22,Adam Resurrected,,"$10,000,000",$0,2009,False
588,2007-03-16,Adam's Apples,Comedy,,"$1,305",2007,False
589,2010-10-19,Adams Yolanda-What a Wonderful Time,Concert/Performance,,$0,2010,False
590,2001-07-13,Adanggaman,Drama,,"$28,664",2001,False
591,2002-12-06,Adaptation,Comedy,"$18,500,000","$22,498,520",2002,False
592,1991-11-22,The Addams Family,Comedy,"$30,000,000","$113,502,246",1991,False
593,1993-11-19,Addams Family Values,Comedy,,"$46,293,855",1993,False
594,2016-04-15,The Adderall Diaries,Drama,,"$13,191",2016,True
595,2014-10-10,Addicted,Drama,"$5,000,000","$17,390,770",2014,True
596,2012-11-26,Addicted to Fame,Documentary,,$0,2012,False
597,2015-10-02,Addicted to Fresno,Comedy,,$0,2015,False
598,1997-05-23,Addicted To Love,Romantic Comedy,,"$34,673,095",1997,False
599,2015-12-31,Addicted to Sheep,Documentary,,$0,2015,False
600,2011-12-14,Addiction Incorporated,Documentary,,"$40,106",2011,False
601,1995-10-04,The Addiction,Horror,,"$303,300",1995,False
602,2014-04-22,The Address,Documentary,,$0,2014,False
603,2011-12-31,Adele: Live from the Royal Albert Hall,Concert/Performance,,$0,2011,False
604,2015-12-31,Adi Kapyare Kootamani,Comedy,,$0,2015,False
605,2014-10-29,Adieu au langage,Drama,,"$433,062",2014,False
606,2012-07-13,Les adieux à la reine,Drama,,"$1,329,660",2012,False
607,2016-12-31,Adios Amigos,Drama,,$0,2016,False
608,2007-04-20,Adios Momo,Drama,,"$8,453",2007,False
609,2009-03-03,Adjust Your Color: The Truth of Petey Greene,Documentary,,$0,2009,False
610,1992-07-01,The Adjuster,Drama,,"$396,573",1992,False
611,2011-03-04,The Adjustment Bureau,Thriller/Suspense,"$50,200,000","$62,495,645",2011,True
612,2013-03-22,Admission,Romantic Comedy,"$13,000,000","$18,007,317",2013,True
613,2016-12-31,Adopte un veuf,Comedy,,$0,2016,False
614,2009-12-31,Adopted,,,$0,2009,False
615,2009-05-08,Adoration,Drama,"$4,000,000","$294,244",2009,False
616,2013-09-06,Adore,Drama,,"$302,020",2013,False
617,2000-05-05,Adorenarin doraibu,Comedy,,"$77,313",2000,False
618,1996-12-06,Adrenalin: Fear the Rush,,,"$37,536",1996,False
619,2010-02-09,Adrenaline of Love,,,$0,2010,False
620,2002-10-18,Adrenaline Rush: The Science of Risk,Documentary,,"$16,933,791",2002,False
621,2016-12-31,Adrift,,,$0,2016,False
622,2007-09-21,Adrift in Manhattan,Drama,,$0,2007,False
623,2015-04-24,Adult Beginners,Comedy,,"$104,808",2015,False
624,2016-12-31,Adult Life Skills,Comedy,,$0,2016,False
625,2014-02-14,Adult World,Comedy,,"$19,731",2014,False
626,2016-01-05,Adulterers,Thriller/Suspense,"$750,000",$0,2016,False
627,2008-12-31,Adulthood,Drama,,$0,2008,False
628,2014-09-26,Advanced Style,Documentary,,"$87,909",2014,False
629,2015-12-31,Advantageous,Drama,,$0,2015,False
630,2017-02-10,The Adventure Club,Adventure,,$0,2017,False
631,2013-02-25,Adventure Coral Reef 3D: Under the Sea of Egypt,Documentary,,$0,2013,False
632,2014-05-27,An Adventure in Space and Time,Drama,,$0,2014,False
633,1975-01-01,The Adventure of Sherlock Holmes' Smarter Brother,Comedy,,"$20,000,000",1975,False
634,2016-12-31,The Adventure Of The Ugly Duckling,Adventure,,$0,2016,False
635,2014-10-28,Adventure Planet,Adventure,,$0,2014,False
636,2010-12-31,The Adventure Scouts,,,$0,2010,False
637,2016-12-31,Adventure Time with Finn and Jake Islands,Adventure,,$0,2016,False
638,2009-04-03,Adventureland,Black Comedy,"$9,800,000","$16,044,025",2009,False
639,2011-12-31,The Adventurer's Handbook,Comedy,,$0,2011,False
640,1987-07-03,Adventures in Babysitting,Comedy,,"$33,790,923",1987,False
641,2016-06-28,Adventures in Babysitting,Adventure,,$0,2016,False
642,2012-03-20,Adventures in Lalaloopsy Land: The Search for Pillow,,,$0,2012,False
643,2013-10-18,Adventures in the Sin Bin,Comedy,,$0,2013,False
644,2017-12-31,Adventures of a Mathematician,,,$0,2017,False
645,2010-12-31,Adventures of A Teenage Dragon Slayer,Adventure,,$0,2010,False
646,2013-05-21,Adventures of Bailey: A Night in Cowtown,Adventure,,$0,2013,False
647,1989-03-10,The Adventures of Baron Munchausen,Comedy,,"$8,040,008",1989,False
648,2016-05-03,The Adventures of Beatle,Comedy,,$0,2016,False
649,1983-08-19,The Adventures of Bob & Doug McKenzie: Strange Brew,Comedy,,"$7,035,618",1983,False
650,2006-03-21,The Adventures of Brer Rabbit,Action,,$0,2006,False
651,2011-12-31,The Adventures of Brigadier Gerard,Comedy,,$0,2011,False
652,1984-08-10,The Adventures of Buckaroo Banzai Across the 8th Dimension,Adventure,,"$6,300,000",1984,False
653,2008-12-31,The Adventures of Charlotte and Henry,,,$0,2008,False
654,2010-12-31,The Adventures of Clutch Powers,,,$0,2010,False
655,1948-12-01,The Adventures of Don Juan,Adventure,,$0,1948,False
656,1999-10-01,The Adventures of Elmo in Grouchland,Comedy,"$17,000,000","$11,634,458",1999,False
657,1990-07-11,The Adventures of Ford Fairlane,Comedy,"$49,000,000","$20,423,389",1990,False
658,1993-04-02,The Adventures of Huck Finn,Adventure,"$6,500,000","$24,103,594",1993,False
659,2015-12-31,The Adventures of Huckleberry Finn,Adventure,,$0,2015,False
660,1949-10-05,The Adventures of Ichabod and Mr. Toad,Adventure,,$0,1949,False
661,1986-01-17,The Adventures of Mark Twain,Adventure,,"$646,803",1986,False
662,2013-10-14,The Adventures of Mickey Matson and the Copperhead Treasure,Adventure,,$0,2013,False
663,2004-07-23,The Adventures of Ociee Nash,Drama,,$0,2004,False
664,2015-05-12,The Adventures of Pepper and Paula,Adventure,,$0,2015,False
665,1996-07-26,The Adventures of Pinocchio,Adventure,"$25,000,000","$15,382,170",1996,False
666,2002-08-16,The Adventures of Pluto Nash,Comedy,"$100,000,000","$4,411,102",2002,False
667,2009-10-09,Adventures of Power,Comedy,,"$17,738",2009,False
668,1994-08-10,"The Adventures of Priscilla, Queen of the Desert",Comedy,,"$11,059,000",1994,False
669,2000-06-30,The Adventures of Rocky & Bullwinkle,Comedy,"$76,000,000","$26,000,610",2000,False
670,1999-08-06,The Adventures of Sebastian Cole,Comedy,,"$100,041",1999,False
671,2005-06-10,The Adventures of Sharkboy and Lavagirl in 3-D,Adventure,"$50,000,000","$39,177,684",2005,False
672,1939-12-31,The Adventures of Sherlock Holmes,Thriller/Suspense,,$0,1939,False
673,1986-01-17,The Adventures of the American Rabbit,Adventure,,"$1,023,042",1986,False
674,2013-12-06,Adventures of the Penguin King,Adventure,,$0,2013,False
675,1975-12-25,The Adventures of the Wilderness Family,Adventure,,"$28,819,175",1975,False
676,1995-12-31,Adventures of the Yellow Dog,,,$0,1995,False
677,2011-12-21,The Adventures of Tintin,Adventure,"$130,000,000","$77,591,831",2011,True
678,2016-10-28,Ae Dil Hai Mushkil,Drama,,"$4,264,983",2016,False
679,2005-12-02,Aeon Flux,Action,"$55,000,000","$25,857,987",2005,False
680,2016-01-22,Aferim!,Black Comedy,,"$108,110",2016,False
681,2001-11-30,The Affair of the Necklace,Drama,,"$430,313",2001,False
682,2008-12-31,Affaire de famille,,,$0,2008,False
683,2001-02-02,Une affaire de goût,Thriller/Suspense,,"$48,602",2001,False
684,2010-01-29,L’affaire Farewell,Thriller/Suspense,,"$390,157",2010,False
685,2016-06-17,L'affaire SK1,Drama,,"$10,330",2016,False
686,2011-04-01,An Affirmative Act,Drama,,$0,2011,False
687,2014-04-04,Afflicted,Horror,,"$121,179",2014,False
688,2011-10-28,The Afflicted,Horror,,"$212,940",2011,False
689,1998-12-30,Affliction,Drama,,"$6,330,054",1998,False
690,2014-07-11,Affluenza,Drama,,$0,2014,False
691,2011-12-31,Afghan Luke,,,$0,2011,False
692,2009-06-26,Afghan Star,Documentary,,"$102,115",2009,False
693,2003-05-02,Afghan Stories,Documentary,,$0,2003,False
694,2013-02-26,Africa,Documentary,,$0,2013,False
695,2016-12-31,Africa,Drama,,$0,2016,False
696,2007-12-31,African Adventure: Safari in the Okavango,Documentary,,$0,2007,False
697,2011-04-22,African Cats,Documentary,,"$15,428,747",2011,True
698,1951-01-01,The African Queen,Adventure,,"$10,750,000",1951,False
699,1998-05-08,Africa's Elephant Kingdom,Documentary,,"$13,485,455",1998,False
700,2009-02-03,Afro Samurai: Resurrection,,,$0,2009,False
701,2011-12-31,Afrosamurai,Action,,$0,2011,False
702,2012-12-31,After,Thriller/Suspense,"$650,000",$0,2012,False
703,2014-08-08,After,Drama,,"$24,545",2014,False
704,1999-12-31,After Alice,,,$0,1999,False
705,2012-05-11,After Dark Action,Action,,$0,2012,False
706,1990-08-24,"After Dark, My Sweet",,,"$2,678,414",1990,False
707,2012-12-31,After Dark They Come,,,$0,2012,False
708,2007-11-09,After Dark's Horrorfest 2007,Horror,,"$874,635",2007,False
709,2009-01-09,After Dark's Horrorfest III,Horror,,"$66,456",2009,False
710,2013-05-31,After Earth,Action,"$130,000,000","$60,522,097",2013,True
711,2004-05-14,After Freedom,Drama,,"$35,639",2004,False
712,1985-09-13,After Hours,Comedy,,"$10,609,321",1985,False
713,2005-10-21,After Innocence,Documentary,,"$114,264",2005,False
714,2009-12-31,After Last Season,,,$0,2009,False
715,2010-04-09,After.Life,Horror,"$4,500,000","$108,596",2010,False
716,2017-05-30,After School Special,,,$0,2017,False
717,2015-02-27,After the Ball,Romantic Comedy,,"$161,820",2015,False
718,2010-05-21,After the Cup: Sons of Sakhnin United,Documentary,,"$12,085",2010,False
719,2014-02-07,After the Dark,Thriller/Suspense,,$0,2014,False
720,2014-12-12,After the Fall,Multiple Genres,,$0,2014,False
