key,bechdel-rating,imdb-id,imdb-url,title,metatitle,metayear,imdbtitle,imdbyear,releaseyear,releasemonth,releaseday,opening_date,releaseweekday,releaseweeknumber,totalgross,adjustedgross,nVotes,imdbrating,metascore,rank_in_year,studio,totaltheaters,mpaa,budget,country,language,nGenres,Western,History,Documentary,Musical,War,Biography,RealityTV,Drama,Animation,Music,Mystery,Crime,Thriller,News,SciFi,Action,Sport,Comedy,Romance,Adventure,Family,TalkShow,Horror,openinggross,adjustedopeninggross,openingtheaters,vote_distribution,boxofficemojo_url,metacritic_url,meta_retrieved,cpimultiplier,sourcedataset
sayitis01'tso,#N/A,,,Say It Isn't So,Say It Isn't So,2001,Say It Isn't So,2001,2001,March,23,3/23/2001,Friday,12,5520393,7564128.96,11618,4.9,21,369,Fox,1974,R,25000000,USA,English,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2861903,3921424.32,1974,1111000,http://www.boxofficemojo.com/movies/?id=sayitisntso.htm,http://www.metacritic.com/movie/say it isn't so,5/9/2017,1.370215664,Metacritic
sayuncl05ncle,#N/A,,,Say Uncle,Say Uncle,2006,Say Uncle,2005,2006,June,23,6/23/2006,Friday,25,5361,6379.087984,595,5.7,31,492,TLA,1,R,650000,USA,English,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2485,2956.917299,1,111001,http://www.boxofficemojo.com/movies/?id=sayuncle.htm,http://www.metacritic.com/movie/say uncle,5/9/2017,1.189906358,Metacritic
sbkthe-14ovie,#N/A,,,SBK The-Movie,SBK The-Movie,2015,SBK The-Movie,2014,2015,April,3,4/3/2015,Friday,14,4950,5051.113487,223,7.6,,,HanM,6,PG-13,-1,USA,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2650,2704.131463,6,0.00000231,http://www.boxofficemojo.com/movies/?id=sbkthe-movie.htm,http://www.metacritic.com/movie/sbk the-movie,6/14/2017,1.020426967,Metacritic
scanner06rkly,1,405296,http://www.imdb.com/title/tt405296/,A Scanner Darkly,A Scanner Darkly,2006,A Scanner Darkly,2006,2006,July,7,7/7/2006,Friday,27,5501616,6527106.408,92807,7.1,73,77,WIP,263,R,8700000,USA,English,6,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,391672,464678.8909,17,12210,http://www.boxofficemojo.com/movies/?id=ascannerdarkly.htm,http://www.metacritic.com/movie/a scanner darkly,5/9/2017,1.186398034,Metacritic
scarlet00diva,#N/A,,,Scarlet Diva,Scarlet Diva,2002,Scarlet Diva,2000,2002,August,9,8/9/2002,Friday,32,18062,24132.51126,1874,5.2,48,287,MB,1,R,-1,Italy,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4547,6075.214743,1,1111000,http://www.boxofficemojo.com/movies/?id=scarletdiva.htm,http://www.metacritic.com/movie/scarlet diva,5/9/2017,1.336092972,Metacritic
scarymo00ovie,3,175142,http://www.imdb.com/title/tt175142/,Scary Movie,Scary Movie,2000,Scary Movie,2000,2000,July,7,7/7/2000,Friday,27,157019771,219384243.9,195124,6.2,48,217,Mira.,3301,R,19000000,USA,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,42346669,59165746.47,2912,122100,http://www.boxofficemojo.com/movies/?id=scarymovie.htm,http://www.metacritic.com/movie/scary movie,5/9/2017,1.397175926,Metacritic
scarymo01vie2,3,257106,http://www.imdb.com/title/tt257106/,Scary Movie 2,Scary Movie 2,2001,Scary Movie 2,2001,2001,July,4,7/4/2001,Wednesday,27,71308997,96993091.63,125094,5.3,29,351,Mira.,3220,R,45000000,USA,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20503356,27888260.54,3220,1211000,http://www.boxofficemojo.com/movies/?id=scarymovie2.htm,http://www.metacritic.com/movie/scary movie 2,5/9/2017,1.360180282,Metacritic
scarymo03vie3,3,306047,http://www.imdb.com/title/tt306047/,Scary Movie 3,Scary Movie 3,2003,Scary Movie 3,2003,2003,October,24,10/24/2003,Friday,43,110003217,143558360.5,116280,5.5,49,,Dim.,3505,PG-13,48000000,USA,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,48113770,62790290.37,3505,1221000,http://www.boxofficemojo.com/movies/?id=scarymovie3.htm,http://www.metacritic.com/movie/scary movie 3,6/14/2017,1.305037838,Metacritic
scarymo06vie4,#N/A,,,Scary Movie 4,Scary Movie 4,2006,Scary Movie 4,2006,2006,April,14,4/14/2006,Friday,15,90710620,108687078.9,97473,5.1,40,443,W/Dim.,3674,PG-13,45000000,USA,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40222875,48193990.85,3602,1211000,http://www.boxofficemojo.com/movies/?id=scarymovie4.htm,http://www.metacritic.com/movie/scary movie 4,5/9/2017,1.198173697,Metacritic
scarymo13vie5,#N/A,,,Scary Movie 5,Scary Movie 5,2013,Scary Movie 5,2013,2013,April,12,4/12/2013,Friday,15,32015787,33241311.86,52929,3.5,11,625,W/Dim.,3402,PG-13,20000000,USA,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14157367,14699293.55,3402,1111100000,http://www.boxofficemojo.com/movies/?id=scarymovie5.htm,http://www.metacritic.com/movie/scary movie 5,5/9/2017,1.038278767,Metacritic
scatter13rf's,#N/A,,,Scatter My Ashes at Bergdorf's,Scatter My Ashes at Bergdorf's,2013,Scatter My Ashes at Bergdorf's,2013,2013,May,3,5/3/2013,Friday,18,518342,537227.0096,677,6.2,55,349,EOne,38,PG-13,-1,USA,English,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39630,41073.85932,4,122100,http://www.boxofficemojo.com/movies/?id=scattermyashesatbergdorfs.htm,http://www.metacritic.com/movie/scatter my ashes at bergdorf's,5/9/2017,1.036433493,Metacritic
scenicr13oute,#N/A,,,Scenic Route,Scenic Route,2013,Scenic Route,2013,2013,August,23,8/23/2013,Friday,34,3434,3544.929548,8901,6.5,34,567,VE,,R,-1,USA,English,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,122100,http://www.boxofficemojo.com/movies/?id=scenicroute.htm,http://www.metacritic.com/movie/scenic route,5/9/2017,1.032303305,Metacritic
schaste10emoe,#N/A,,,My Joy,My Joy,2011,Schaste moe,2010,2011,September,30,9/30/2011,Friday,39,6298,6701.685564,1708,6.9,78,46,KL,1,,-1,Germany,Russian,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2077,2210.130346,1,12211,http://www.boxofficemojo.com/movies/?id=myjoy.htm,http://www.metacritic.com/movie/my joy,5/9/2017,1.064097422,Metacritic
schoolf06rels,#N/A,,,School for Scoundrels,School for Scoundrels,2006,School for Scoundrels,2006,2006,September,29,9/29/2006,Friday,39,17807569,21189339.57,26565,5.9,44,415,MGM/W,3007,PG-13,20000000,USA,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8602333,10235970.73,3004,122000,http://www.boxofficemojo.com/movies/?id=schoolforscoundrels.htm,http://www.metacritic.com/movie/school for scoundrels,5/9/2017,1.189906358,Metacritic
schoolo03rock,3,332379,http://www.imdb.com/title/tt332379/,School of Rock,The School of Rock,2003,The School of Rock,2003,2003,October,3,10/3/2003,Friday,40,81261177,106048910.7,219990,7.1,82,23,Par.,2951,PG-13,35000000,USA,English,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,19622714,25608384.25,2614,13200,http://www.boxofficemojo.com/movies/?id=schoolofrock.htm,http://www.metacritic.com/movie/the school of rock,5/9/2017,1.305037838,Metacritic
schultz03lues,#N/A,,,Schultze Gets the Blues,Schultze Gets the Blues,2005,Schultze Gets the Blues,2003,2005,February,18,2/18/2005,Friday,7,595071,749057.2558,3407,7,67,155,ParC,35,PG,-1,Germany,German,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,14074,17715.92267,4,12210,http://www.boxofficemojo.com/movies/?id=schultzegetstheblues.htm,http://www.metacritic.com/movie/schultze gets the blues,5/9/2017,1.258769552,Metacritic
scooby-02-doo,3,267913,http://www.imdb.com/title/tt267913/,Scooby-Doo,Scooby-Doo,2002,Scooby-Doo,2002,2002,June,14,6/14/2002,Friday,24,153294164,205726051.2,75332,4.9,35,361,WB,3447,PG,84000000,USA,English,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,54155312,72678295.09,3447,1211000,http://www.boxofficemojo.com/movies/?id=scooby-doo.htm,http://www.metacritic.com/movie/scooby-doo,5/9/2017,1.342034464,Metacritic
scooby-04shed,3,331632,http://www.imdb.com/title/tt331632/,Scooby-Doo 2: Monsters Unleashed,Scooby Doo 2: Monsters Unleashed,2004,Scooby-Doo 2: Monsters Unleashed,2004,2004,March,26,3/26/2004,Friday,13,84216833,108498604.2,35466,5,34,426,WB,3312,PG,80000000,USA,English,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,29438331,37926121.29,3312,1211000,http://www.boxofficemojo.com/movies/?id=scooby-doo2monstersunleashed.htm,http://www.metacritic.com/movie/scooby doo 2: monsters unleashed,5/9/2017,1.28832444,Metacritic
scoop06coop,#N/A,,,Scoop,Scoop,2006,Scoop,2006,2006,July,28,7/28/2006,Friday,30,10525717,12487689.96,70222,6.7,48,372,Focus,541,PG-13,4000000,UK,English,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3046924,3614864.645,538,23100,http://www.boxofficemojo.com/movies/?id=scoop.htm,http://www.metacritic.com/movie/scoop,5/9/2017,1.186398034,Metacritic
score01core,#N/A,,,The Score,The Score,2001,The Score,2001,2001,July,13,7/13/2001,Friday,28,71107711,96719306.38,105269,6.8,71,85,Par.,2211,R,68000000,USA,English,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,19018807,25869006.26,2129,23100,http://www.boxofficemojo.com/movies/?id=thescore.htm,http://www.metacritic.com/movie/the score,5/9/2017,1.360180282,Metacritic
scorpio02king,0,277296,http://www.imdb.com/title/tt277296/,The Scorpion King,The Scorpion King,2002,The Scorpion King,2002,2002,April,19,4/19/2002,Friday,16,91047077,122256273,107654,5.5,45,322,Uni.,3466,PG-13,60000000,USA,English,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,36075875,48441994.73,3444,1221000,http://www.boxofficemojo.com/movies/?id=thescorpionking.htm,http://www.metacritic.com/movie/the scorpion king,5/9/2017,1.342780868,Metacritic
"scotlan01,pa.",#N/A,,,"Scotland, PA","Scotland, Pa.",2002,"Scotland, Pa.",2001,2002,February,8,2/8/2002,Friday,6,384098,521561.0143,3964,6.8,49,285,Lot47,25,R,-1,USA,English,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,43366,58886.05237,15,12211,http://www.boxofficemojo.com/movies/?id=scotlandpa.htm,"http://www.metacritic.com/movie/scotland, pa.",5/9/2017,1.357885264,Metacritic
scottpi10orld,3,446029,http://www.imdb.com/title/tt446029/,Scott Pilgrim vs. the World,Scott Pilgrim vs. the World,2010,Scott Pilgrim vs. the World,2010,2010,August,13,8/13/2010,Friday,33,31524275,34862805.35,290315,7.5,69,114,Uni.,2820,PG-13,60000000,USA,English,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,10609795,11733409.19,2818,1211,http://www.boxofficemojo.com/movies/?id=scottpilgrimvs.theworld.htm,http://www.metacritic.com/movie/scott pilgrim vs. the world,5/9/2017,1.105903478,Metacritic
scottsb00gedy,#N/A,,,Scottsboro: An American Tragedy,Scottsboro: An American Tragedy,2001,Scottsboro: An American Tragedy,2000,2001,January,19,1/19/2001,Friday,3,6123,8442.536471,233,7.7,74,64,SMP,1,,-1,USA,English,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2991,4124.061176,1,12211,http://www.boxofficemojo.com/movies/?id=scottsboroanamericantragedy.htm,http://www.metacritic.com/movie/scottsboro: an american tragedy,5/9/2017,1.378823529,Metacritic
scoundr02wife,#N/A,,,The Scoundrel's Wife,The Scoundrel's Wife,2003,The Scoundrel's Wife,2002,2003,February,28,2/28/2003,Friday,9,8018,10572.37453,334,6.2,55,,MFD,5,R,-1,USA,English,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5385,7100.553359,4,121001,http://www.boxofficemojo.com/movies/?id=thescoundrelswife.htm,http://www.metacritic.com/movie/the scoundrel's wife,6/14/2017,1.318580011,Metacritic
scoutsg15ypse,#N/A,,,Scouts Guide to the Zombie Apocalypse,Scouts Guide to the Zombie Apocalypse,2015,Scouts Guide to the Zombie Apocalypse,2015,2015,October,30,10/30/2015,Friday,44,3703046,3759003.195,31392,6.3,32,582,Par.,1509,R,15000000,USA,English,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1841007,1868826.689,1509,122100,http://www.boxofficemojo.com/movies/?id=scoutsguidetothezombieapocalypse.htm,http://www.metacritic.com/movie/scouts guide to the zombie apocalypse,5/9/2017,1.015111126,Metacritic
scratch01atch,#N/A,,,Scratch,Scratch,2002,Scratch,2001,2002,February,15,2/15/2002,Friday,7,289885,393630.5699,2446,7.9,77,47,Palm,7,R,-1,USA,English,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29677,40297.96099,5,1312,http://www.boxofficemojo.com/movies/?id=scratch.htm,http://www.metacritic.com/movie/scratch,5/9/2017,1.357885264,Metacritic
scream300eam3,3,134084,http://www.imdb.com/title/tt134084/,Scream 3,Scream 3,2000,Scream 3,2000,2000,February,4,2/4/2000,Friday,5,89143175,126749205.1,102997,5.5,56,172,Dim.,3467,R,40000000,USA,English,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,34713342,49357547.62,3467,1221000,http://www.boxofficemojo.com/movies/?id=scream3.htm,http://www.metacritic.com/movie/scream 3,5/9/2017,1.421861013,Metacritic
scream411eam4,3,1262416,http://www.imdb.com/title/tt1262416/,Scream 4,Scream 4,2011,Scream 4,2011,2011,April,15,4/15/2011,Friday,15,38180928,40986446.82,108312,6.2,52,,W/Dim.,3314,R,40000000,USA,English,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,18692090,20065577.05,3305,122100,http://www.boxofficemojo.com/movies/?id=scream4.htm,http://www.metacritic.com/movie/scream 4,6/14/2017,1.073479587,Metacritic
screame06mers,#N/A,,,Screamers (2006),Screamers,2006,Screamers,2006,2006,December,8,12/8/2006,Friday,49,52034,62253.08567,1278,6,55,314,Maya,4,R,1315853,UK,Armenian,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23609,28245.62977,4,2000000005,http://www.boxofficemojo.com/movies/?id=screamers(2006).htm,http://www.metacritic.com/movie/screamers,5/9/2017,1.196392468,Metacritic
screend03esus,#N/A,,,Screen Door Jesus,Screen Door Jesus,2005,Screen Door Jesus,2003,2005,September,30,9/30/2005,Friday,39,59000,71652.35412,109,5.2,61,,Indic.,3,R,3000000,USA,English,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6040,7335.257948,3,1000102101,http://www.boxofficemojo.com/movies/?id=screendoorjesus.htm,http://www.metacritic.com/movie/screen door jesus,6/14/2017,1.21444668,Metacritic
screwed00ewed,#N/A,,,Screwed,Screwed,2000,Screwed,2000,2000,May,12,5/12/2000,Friday,19,7027345,9892862.729,7143,5.7,7,362,Uni.,1761,PG-13,10000000,USA,English,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3342085,4704876.185,1759,1111001,http://www.boxofficemojo.com/movies/?id=screwed.htm,http://www.metacritic.com/movie/screwed,5/9/2017,1.407766764,Metacritic
"se,jie07,jie",3,808357,http://www.imdb.com/title/tt808357/,"Lust, Caution","Lust, Caution",2007,"Se, jie",2007,2007,September,28,9/28/2007,Friday,39,4604982,5332581.967,31733,7.6,61,226,Focus,143,R,15000000,USA,Mandarin,4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,63918,74017.22181,1,2311,http://www.boxofficemojo.com/movies/?id=lustcaution.htm,"http://www.metacritic.com/movie/lust, caution",5/9/2017,1.158002782,Metacritic
seabisc03cuit,#N/A,,,Seabiscuit,Seabiscuit,2003,Seabiscuit,2003,2003,July,25,7/25/2003,Friday,30,120277854,157906051.4,59254,7.3,72,75,Uni.,2573,PG-13,87000000,USA,English,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20854735,27379012.4,1989,12211,http://www.boxofficemojo.com/movies/?id=seabiscuit.htm,http://www.metacritic.com/movie/seabiscuit,5/9/2017,1.312843937,Metacritic
seaoftr15rees,#N/A,,,The Sea of Trees,The Sea of Trees,2016,The Sea of Trees,2015,2016,August,26,8/26/2016,Friday,35,20444,20493.48682,7238,5.9,23,597,A24,101,PG-13,25000000,USA,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1877,1881.543473,2,122100,http://www.boxofficemojo.com/movies/?id=theseaoftrees.htm,http://www.metacritic.com/movie/the sea of trees,5/9/2017,1.002420604,Metacritic
searche16ines,#N/A,,,Search Engines,Search Engines,2016,Search Engines,2016,2016,October,14,10/14/2016,Friday,42,19033,19009.61513,120,4.5,,,Indic.,6,,-1,USA,English,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3044,3040.259994,2,4000000001,http://www.boxofficemojo.com/movies/?id=searchengines.htm,http://www.metacritic.com/movie/search engines,6/14/2017,0.998771351,Metacritic
searchf14ltso,#N/A,,,The Search for General Tso,The Search for General Tso,2015,The Search for General Tso,2014,2015,January,2,1/2/2015,Friday,1,54275,56069.01719,1404,6.9,72,169,IFC,13,,-1,USA,English,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9336,9644.594094,2,14200,http://www.boxofficemojo.com/movies/?id=thesearchforgeneraltso.htm,http://www.metacritic.com/movie/the search for general tso,5/9/2017,1.033054209,Metacritic
searchi03esus,#N/A,,,Searching for the Wrong-Eyed Jesus,Searching for the Wrong-Eyed Jesus,2005,Searching for the Wrong-Eyed Jesus,2003,2005,July,13,7/13/2005,Wednesday,28,79916,98742.4755,1000,7.7,58,274,Shad.,6,,-1,UK,English,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4095,5059.693142,1,11211,http://www.boxofficemojo.com/movies/?id=searchingforthewrong-eyedjesus.htm,http://www.metacritic.com/movie/searching for the wrong-eyed jesus,5/9/2017,1.235578301,Metacritic
searchi12rman,#N/A,,,Searching for Sugar Man,Searching for Sugar Man,2012,Searching for Sugar Man,2012,2012,July,27,7/27/2012,Friday,30,3696196,3895086.915,52012,8.2,79,49,SPC,157,PG-13,-1,Sweden,English,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27459,28936.55845,3,1321,http://www.boxofficemojo.com/movies/?id=searchingforsugarman.htm,http://www.metacritic.com/movie/searching for sugar man,5/9/2017,1.053809624,Metacritic
searchp14arty,#N/A,,,Search Party,Search Party,2016,Search Party,2014,2016,May,13,5/13/2016,Friday,20,4571,4593.890296,4762,5.6,22,600,FCW,10,R,20000000,USA,English,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3073,3088.388729,10,121000,http://www.boxofficemojo.com/movies/?id=searchparty.htm,http://www.metacritic.com/movie/search party,5/9/2017,1.005007722,Metacritic
seasono11itch,#N/A,,,Season of the Witch,Season of the Witch,2011,Season of the Witch,2011,2011,January,7,1/7/2011,Friday,1,24827228,27218261.99,79015,5.4,28,512,Rela.,2827,PG-13,40000000,USA,English,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,10612375,11634420.21,2816,1221000,http://www.boxofficemojo.com/movies/?id=seasonofthewitch.htm,http://www.metacritic.com/movie/season of the witch,5/9/2017,1.096306925,Metacritic
seasons16rger,#N/A,,,The Seasons in Quincy: Four Portraits of John Berger,The Seasons in Quincy: Four Portraits of John Berger,2016,The Seasons in Quincy: Four Portraits of John Berger,2016,2016,August,31,8/31/2016,Wednesday,35,24984,25044.47636,61,7.1,56,386,Icar.,2,,-1,UK,English,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5304,5316.838882,1,0.00011221,http://www.boxofficemojo.com/movies/?id=theseasonsinquincyfourportraitsofjohnberger.htm,http://www.metacritic.com/movie/the seasons in quincy: four portraits of john berger,5/9/2017,1.002420604,Metacritic
secondb15otel,3,2555736,http://www.imdb.com/title/tt2555736/,The Second Best Exotic Marigold Hotel,The Second Best Exotic Marigold Hotel,2015,The Second Best Exotic Marigold Hotel,2015,2015,March,6,3/6/2015,Friday,10,33078266,33822572.16,24890,6.6,51,431,FoxS,2022,PG,10000000,UK,English,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8540370,8732539.99,1573,23100,http://www.boxofficemojo.com/movies/?id=thesecondbestexoticmarigoldhotel.htm,http://www.metacritic.com/movie/the second best exotic marigold hotel,5/9/2017,1.022501366,Metacritic
secondc06ance,#N/A,,,The Second Chance,The Second Chance,2006,The Second Chance,2006,2006,February,17,2/17/2006,Friday,7,463542,563230.358,1147,6.7,52,349,Triu,87,PG-13,1200000,USA,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200554,243684.7173,87,11112,http://www.boxofficemojo.com/movies/?id=thesecondchance.htm,http://www.metacritic.com/movie/the second chance,5/9/2017,1.215057876,Metacritic
secondh03ions,1,327137,http://www.imdb.com/title/tt327137/,Secondhand Lions,Secondhand Lions,2003,Secondhand Lions,2003,2003,September,19,9/19/2003,Friday,38,42070939,54844875.51,44825,7.6,52,,NL,3038,PG,30000000,USA,English,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,12139832,15825831.1,3013,2211,http://www.boxofficemojo.com/movies/?id=secondhandlions.htm,http://www.metacritic.com/movie/secondhand lions,6/14/2017,1.30362851,Metacritic
secreta02tary,3,274812,http://www.imdb.com/title/tt274812/,Secretary,Secretary,2002,Secretary,2002,2002,September,20,9/20/2002,Friday,38,4059680,5415119.678,70871,7.1,63,157,Lions,149,R,4000000,USA,English,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,182306,243174.0453,11,12210,http://www.boxofficemojo.com/movies/?id=secretary.htm,http://www.metacritic.com/movie/secretary,5/9/2017,1.333878453,Metacritic
secreta10riat,3,1028576,http://www.imdb.com/title/tt1028576/,Secretariat,Secretariat,2010,Secretariat,2010,2010,October,8,10/8/2010,Friday,41,59713955,65917395.94,21799,7.2,61,195,BV,3108,PG,35000000,USA,English,5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,12694770,14013578.24,3072,12211,http://www.boxofficemojo.com/movies/?id=secretariat.htm,http://www.metacritic.com/movie/secretariat,5/9/2017,1.10388595,Metacritic
secretd12tion,#N/A,,,The Secret Disco Revolution,The Secret Disco Revolution,2013,The Secret Disco Revolution,2012,2013,June,28,6/28/2013,Friday,26,,,208,5.7,56,339,Scre.,,,-1,Canada,English,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,1121001,http://www.boxofficemojo.com/movies/?id=thesecretdiscorevolution.htm,http://www.metacritic.com/movie/the secret disco revolution,5/9/2017,1.033952309,Metacritic
secreti15eyes,1,1305806,http://www.imdb.com/title/tt1305806/,The Secret in their Eyes (2015),Secret in Their Eyes,2015,Secret in Their Eyes,2015,2015,November,20,11/20/2015,Friday,47,20180155,20528428.82,27322,6.2,45,493,STX,2392,PG-13,19500000,USA,English,4,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6652996,6767814.955,2392,122100,http://www.boxofficemojo.com/movies/?id=thesecretintheireyes(2015).htm,http://www.metacritic.com/movie/secret in their eyes,5/9/2017,1.017258233,Metacritic
secretl02ists,#N/A,,,The Secret Lives of Dentists,The Secret Lives of Dentists,2003,The Secret Lives of Dentists,2002,2003,August,1,8/1/2003,Friday,31,3707346,4848710.506,3168,6.5,76,52,Manh,181,R,-1,USA,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121769,159257.493,12,112100,http://www.boxofficemojo.com/movies/?id=thesecretlivesofdentists.htm,http://www.metacritic.com/movie/the secret lives of dentists,5/9/2017,1.307865655,Metacritic
secretl02wwii,#N/A,,,Secret Lives,Secret Lives: Hidden Children and Their Rescuers During WWII,2003,Secret Lives: Hidden Children and Their Rescuers During WWII,2002,2003,May,16,5/16/2003,Friday,20,42390,55772.76556,68,8.3,71,80,CGld,3,,-1,USA,English,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4310,5670.691662,2,0...011213,http://www.boxofficemojo.com/movies/?id=secretlives.htm,http://www.metacritic.com/movie/secret lives: hidden children and their rescuers during wwii,5/9/2017,1.315705722,Metacritic
secretl05ords,#N/A,,,The Secret Life of Words,The Secret Life of Words,2006,The Secret Life of Words,2005,2006,December,15,12/15/2006,Friday,50,20678,24739.00345,10473,7.5,68,143,Strand,3,,5000000,Spain,English,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5309,6351.647611,1,2211,http://www.boxofficemojo.com/movies/?id=thesecretlifeofwords.htm,http://www.metacritic.com/movie/the secret life of words,5/9/2017,1.196392468,Metacritic
secretl08bees,3,416212,http://www.imdb.com/title/tt416212/,The Secret Life of Bees,The Secret Life of Bees,2008,The Secret Life of Bees,2008,2008,October,17,10/17/2008,Friday,42,37770162,42105552.18,20514,7.3,57,213,FoxS,1630,PG-13,11000000,USA,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10527799,11736216.28,1591,12211,http://www.boxofficemojo.com/movies/?id=thesecretlifeofbees.htm,http://www.metacritic.com/movie/the secret life of bees,5/9/2017,1.114783468,Metacritic
secretl13itty,3,359950,http://www.imdb.com/title/tt359950/,The Secret Life of Walter Mitty,The Secret Life of Walter Mitty,2013,The Secret Life of Walter Mitty,2013,2013,December,25,12/25/2013,Wednesday,52,58236838,60331673.91,249130,7.3,54,357,Fox,2922,PG,90000000,USA,English,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,12765508,13224695.78,2909,12211,http://www.boxofficemojo.com/movies/?id=thesecretlifeofwaltermitty.htm,http://www.metacritic.com/movie/the secret life of walter mitty,5/9/2017,1.035970976,Metacritic
