key,bechdel-rating,imdb-id,imdb-url,title,metatitle,metayear,imdbtitle,imdbyear,releaseyear,releasemonth,releaseday,opening_date,releaseweekday,releaseweeknumber,totalgross,adjustedgross,nVotes,imdbrating,metascore,rank_in_year,studio,totaltheaters,mpaa,budget,country,language,nGenres,Western,History,Documentary,Musical,War,Biography,RealityTV,Drama,Animation,Music,Mystery,Crime,Thriller,News,SciFi,Action,Sport,Comedy,Romance,Adventure,Family,TalkShow,Horror,openinggross,adjustedopeninggross,openingtheaters,vote_distribution,boxofficemojo_url,metacritic_url,meta_retrieved,cpimultiplier,sourcedataset
cadilla08ords,#N/A,,,Cadillac Records,Cadillac Records,2008,Cadillac Records,2008,2008,December,5,12/5/2008,Friday,49,8195551,9412011.098,16264,7,65,137,Sony,701,R,12000000,USA,English,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3445559,3956980.994,687,13201,http://www.boxofficemojo.com/movies/?id=cadillacrecords.htm,http://www.metacritic.com/movie/cadillac records,5/9/2017,1.148429324,Metacritic
cafesoc16iety,1,4513674,http://www.imdb.com/title/tt4513674/,Cafe Society,Café Society,2016,Café Society,2016,2016,July,15,7/15/2016,Friday,29,11103205,11140303.66,44656,6.7,64,304,LGF,631,PG-13,30000000,USA,English,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,359289,360489.4769,5,23100,http://www.boxofficemojo.com/movies/?id=cafesociety.htm,http://www.metacritic.com/movie/café society,5/9/2017,1.003341257,Metacritic
cairoti09time,3,896529,http://www.imdb.com/title/tt896529/,Cairo Time,Cairo Time,2010,Cairo Time,2009,2010,August,6,8/6/2010,Friday,32,1603616,1773444.511,5439,6.7,67,131,IFC,76,PG,-1,Canada,English,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,66245,73260.57587,5,12101,http://www.boxofficemojo.com/movies/?id=cairotime.htm,http://www.metacritic.com/movie/cairo time,5/9/2017,1.105903478,Metacritic
cakeii14keii,#N/A,,,Cake,Cake,2015,Cake,2014,2015,January,23,1/23/2015,Friday,4,1951776,2016290.412,29390,6.4,49,462,CLF,482,R,7000000,USA,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,916179,946462.5721,482,122100,http://www.boxofficemojo.com/movies/?id=cake.htm,http://www.metacritic.com/movie/cake,5/9/2017,1.033054209,Metacritic
calenda03irls,3,337909,http://www.imdb.com/title/tt337909/,Calendar Girls,Calendar Girls,2003,Calendar Girls,2003,2003,December,19,12/19/2003,Friday,51,31041759,40664535.86,20250,6.9,60,179,BV,967,PG-13,10000000,UK,English,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,151393,198324.0086,24,13200,http://www.boxofficemojo.com/movies/?id=calendargirls.htm,http://www.metacritic.com/movie/calendar girls,5/9/2017,1.309994574,Metacritic
califor12solo,#N/A,,,California Solo,California Solo,2012,California Solo,2012,2012,November,30,11/30/2012,Friday,48,15433,16184.53597,910,6.3,62,236,Strand,2,,200000,USA,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3412,3578.153096,1,111102,http://www.boxofficemojo.com/movies/?id=californiasolo.htm,http://www.metacritic.com/movie/california solo,5/9/2017,1.048696687,Metacritic
call+re08onse,#N/A,,,Call + Response,Call + Response,2008,Call + Response,2008,2008,October,10,10/10/2008,Friday,41,215185,239884.6805,50,7.4,43,,FTrd.,17,PG-13,200000,USA,English,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41346,46091.83727,12,1103,http://www.boxofficemojo.com/movies/?id=call+response.htm,http://www.metacritic.com/movie/call + response,6/12/2017,1.114783468,Metacritic
callasf02ever,#N/A,,,Callas Forever,Callas Forever,2004,Callas Forever,2002,2004,November,5,11/5/2004,Friday,45,446955,564969.8406,1864,6.6,49,302,Reg.,16,PG-13,-1,Italy,English,4,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,37855,47850.30555,5,112101,http://www.boxofficemojo.com/movies/?id=callasforever.htm,http://www.metacritic.com/movie/callas forever,5/9/2017,1.264041885,Metacritic
calle5400le54,#N/A,,,Calle 54,Calle 54,2000,Calle 54,2000,2000,October,20,10/20/2000,Friday,42,187308,259897.3854,688,7.6,84,13,Mira.,12,,-1,Spain,French,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8702,12074.37508,1,1211,http://www.boxofficemojo.com/movies/?id=calle54.htm,http://www.metacritic.com/movie/calle 54,5/9/2017,1.38754023,Metacritic
callii13llii,3,1911644,http://www.imdb.com/title/tt1911644/,The Call,The Call,2013,The Call,2013,2013,March,15,3/15/2013,Friday,11,51872378,53801995.79,92950,6.7,51,406,TriS,2507,R,13000000,USA,English,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,17118745,17755550.87,2507,23100,http://www.boxofficemojo.com/movies/?id=thecall.htm,http://www.metacritic.com/movie/the call,5/9/2017,1.037199332,Metacritic
calling02ingi,#N/A,,,The Calling,The Calling,2003,The Calling,2002,2003,October,10,10/10/2003,Friday,41,6092,7950.290508,139,5,46,,Test.,10,PG,-1,USA,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4754,6204.149881,10,1000111001,http://www.boxofficemojo.com/movies/?id=thecalling.htm,http://www.metacritic.com/movie/the calling,6/12/2017,1.305037838,Metacritic
callme12uchu,3,2088714,http://www.imdb.com/title/tt2088714/,Call Me Kuchu,Call Me Kuchu,2013,Call Me Kuchu,2012,2013,June,14,6/14/2013,Friday,24,9124,9433.780869,663,7.6,80,49,Cdgm.,1,,-1,USA,English,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3476,3594.018227,1,2311,http://www.boxofficemojo.com/movies/?id=callmekuchu.htm,http://www.metacritic.com/movie/call me kuchu,5/9/2017,1.033952309,Metacritic
calloft09wild,#N/A,,,Call of the Wild 3D,Call of the Wild,2009,Call of the Wild,2009,2009,June,12,6/12/2009,Friday,24,28682,32104.67017,555,5.4,,,Viv.,14,PG,-1,USA,English,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,10713,11991.39989,14,1210001,http://www.boxofficemojo.com/movies/?id=callofthewild3d.htm,http://www.metacritic.com/movie/call-of-the-wild,6/12/2017,1.119331643,Metacritic
callup16llup,#N/A,,,The Call Up,The Call Up,2016,The Call Up,2016,2016,June,24,6/24/2016,Friday,26,,,2304,4.8,,,INDEP,,,-1,UK,English,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,,1210000,http://www.boxofficemojo.com/movies/?id=thecallup.htm,http://www.metacritic.com/movie/the call up,6/12/2017,1.001717714,Metacritic
calvair04aire,#N/A,,,The Ordeal (Calvaire),The Ordeal,2006,Calvaire,2004,2006,August,11,8/11/2006,Friday,32,3260,3860.070231,9866,6.2,52,338,Palm,1,,-1,Belgium,French,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,890,1053.822854,1,112100,http://www.boxofficemojo.com/movies/?id=theordeal(calvaire).htm,http://www.metacritic.com/movie/the ordeal,5/9/2017,1.184070623,Metacritic
calvary14vary,2,2234003,http://www.imdb.com/title/tt2234003/,Calvary,Calvary,2014,Calvary,2014,2014,August,1,8/1/2014,Friday,31,3600006,3654191.046,45675,7.4,77,80,FoxS,322,R,-1,Ireland,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74149,75265.04452,4,12310,http://www.boxofficemojo.com/movies/?id=calvary.htm,http://www.metacritic.com/movie/calvary,5/9/2017,1.015051376,Metacritic
camaade04ntro,#N/A,,,Live in Maid,Live-In Maid,2007,Cama adentro,2004,2007,July,18,7/18/2007,Wednesday,29,200433,232314.7977,784,7.2,78,47,FSC,6,,800000,Argentina,Spanish,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15581,18059.38575,1,12211,http://www.boxofficemojo.com/movies/?id=liveinmaid.htm,http://www.metacritic.com/movie/live-in maid,5/9/2017,1.159064614,Metacritic
camden207en28,#N/A,,,Camden 28,The Camden 28,2007,The Camden 28,2007,2007,July,27,7/27/2007,Friday,30,6983,8093.748199,85,7.5,73,92,FRun,1,,-1,USA,English,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3428,3973.273496,1,0...012112,http://www.boxofficemojo.com/movies/?id=camden28.htm,http://www.metacritic.com/movie/the camden 28,5/9/2017,1.159064614,Metacritic
cameram10diff,#N/A,,,Cameraman: The Work and Life of Jack Cardiff,Cameraman: The Life and Work of Jack Cardiff,2011,Cameraman: The Life and Work of Jack Cardiff,2010,2011,May,13,5/13/2011,Friday,19,20840,22266.56848,946,7.8,71,109,Strand,3,,657926,UK,English,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,2134.769857,1,2311,http://www.boxofficemojo.com/movies/?id=cameramantheworkandlifeofjackcardiff.htm,http://www.metacritic.com/movie/cameraman: the life and work of jack cardiff,5/9/2017,1.068453382,Metacritic
camerao00cura,#N/A,,,Camera Obscura,Camera Obscura,2003,Camera Obscura,2000,2003,September,26,9/26/2003,Friday,39,11384,14840.50695,129,4.7,39,,Fish,2,,2000000,USA,English,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6066,7907.81054,1,1000000103,http://www.boxofficemojo.com/movies/?id=cameraobscura.htm,http://www.metacritic.com/movie/camera obscura,6/12/2017,1.30362851,Metacritic
camerap16rson,#N/A,,,Cameraperson,Cameraperson,2016,Cameraperson,2016,2016,September,9,9/9/2016,Friday,37,102033,102034.6905,1031,7.5,86,22,Jan.,7,,-1,USA,English,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12760,12760.21141,1,12211,http://www.boxofficemojo.com/movies/?id=cameraperson.htm,http://www.metacritic.com/movie/cameraperson,5/9/2017,1.000016568,Metacritic
camille131915,3,2018086,http://www.imdb.com/title/tt2018086/,Camille Claudel 1915,Camille Claudel 1915,2013,Camille Claudel 1915,2013,2013,October,16,10/16/2013,Wednesday,42,35296,36487.8177,2417,6.5,65,204,KL,4,,3555358,France,French,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5106,5278.411071,1,123100,http://www.boxofficemojo.com/movies/?id=camilleclaudel1915.htm,http://www.metacritic.com/movie/camille claudel 1915,5/9/2017,1.033766367,Metacritic
camp03camp,3,342167,http://www.imdb.com/title/tt342167/,Camp,Camp,2003,Camp,2003,2003,July,25,7/25/2003,Friday,30,1629862,2139754.445,5198,6.3,55,,IFC,116,PG-13,-1,USA,English,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,54294,71279.54871,3,11101,http://www.boxofficemojo.com/movies/?id=camp.htm,http://www.metacritic.com/movie/camp,6/12/2017,1.312843937,Metacritic
campaig12aign,1,1790886,http://www.imdb.com/title/tt1790886/,The Campaign,The Campaign,2012,The Campaign,2012,2012,August,10,8/10/2012,Friday,32,86907746,91077359.19,110344,6.2,50,397,WB,3302,R,95000000,USA,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26588460,27864106.86,3205,122100,http://www.boxofficemojo.com/movies/?id=thecampaign.htm,http://www.metacritic.com/movie/the campaign,5/9/2017,1.047977463,Metacritic
campx-r14-ray,#N/A,,,Camp X-Ray,Camp X-Ray,2014,Camp X-Ray,2014,2014,October,17,10/17/2014,Friday,42,13302,13526.04088,31993,7,54,377,IFC,7,R,1000000,USA,English,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1316,1338.164922,1,12201,http://www.boxofficemojo.com/movies/?id=campx-ray.htm,http://www.metacritic.com/movie/camp x-ray,5/9/2017,1.016842646,Metacritic
can'tst12gyou,#N/A,,,Can't Stand Losing You: Surviving the Police,Can't Stand Losing You: Surviving the Police,2015,Can't Stand Losing You,2012,2015,March,20,3/20/2015,Friday,12,23262,23785.42677,307,6.8,33,580,CLS,5,,-1,USA,English,4,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5656,5783.267725,2,13100,http://www.boxofficemojo.com/movies/?id=cantstandlosingyousurvivingthepolice.htm,http://www.metacritic.com/movie/can't stand losing you: surviving the police,5/9/2017,1.022501366,Metacritic
candsel13lism,#N/A,,,When Evening Falls On Bucharest or Metabolism,When Evening Falls on Bucharest or Metabolism,2015,Când se lasã seara peste Bucuresti sau metabolism,2013,2014,,,,,,,,754,6.3,67,242,CGld,,,-1,Romania,Romanian,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,112100,http://www.boxofficemojo.com/movies/?id=wheneveningfallsonbucharestormetabolism.htm,http://www.metacritic.com/movie/when evening falls on bucharest or metabolism,5/9/2017,,Metacritic
candy06andy,3,424880,http://www.imdb.com/title/tt424880/,Candy,Candy,2006,Candy,2006,2006,November,17,11/17/2006,Friday,46,45128,54071.18261,37354,7.3,57,290,Think,12,R,-1,Australia,English,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3646,4368.5413,1,12211,http://www.boxofficemojo.com/movies/?id=candy.htm,http://www.metacritic.com/movie/candy,5/9/2017,1.198173697,Metacritic
canmr.s06ore?,#N/A,,,Can Mr. Smith Get to Washington Anymore?,Can Mr. Smith Get to Washington Anymore?,2007,Can Mr. Smith Get to Washington Anymore?,2006,2006,July,27,7/27/2006,Thursday,30,35397,41994.93122,209,7.5,73,83,AtRsk,1,,-1,USA,English,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6742,7998.695548,1,12211,http://www.boxofficemojo.com/movies/?id=canmr.smithgettowashingtonanymore?.htm,http://www.metacritic.com/movie/can mr. smith get to washington anymore?,5/9/2017,1.186398034,Metacritic
canopy13nopy,#N/A,,,Canopy,Canopy,2014,Canopy,2013,2014,August,29,8/29/2014,Friday,35,8462,8589.364748,845,4.9,64,,Mont.,5,PG-13,989580,Australia,English,4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3042,3087.786287,1,1001111000,http://www.boxofficemojo.com/movies/?id=canopy.htm,http://www.metacritic.com/movie/canopy,6/12/2017,1.015051376,Metacritic
cantinf14flas,#N/A,,,Cantinflas,Cantinflas,2014,Cantinflas,2014,2014,August,29,8/29/2014,Friday,35,6382924,6478995.792,3269,6.6,44,,LGF,429,PG,3000000,Mexico,Spanish,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2661253,2701308.521,382,12101,http://www.boxofficemojo.com/movies/?id=cantinflas.htm,http://www.metacritic.com/movie/cantinflas,6/12/2017,1.015051376,Metacritic
canvas06nvas,#N/A,,,Canvas,Canvas,2007,Canvas,2006,2007,October,12,10/12/2007,Friday,41,35630,41171.56526,893,6.7,67,152,Scre.,5,PG-13,1500000,USA,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13100,15137.45453,2,12101,http://www.boxofficemojo.com/movies/?id=canvas.htm,http://www.metacritic.com/movie/canvas,5/9/2017,1.15553088,Metacritic
canyons13yons,#N/A,,,The Canyons,The Canyons,2013,The Canyons,2013,2013,August,2,8/2/2013,Friday,31,56825,58660.63529,8939,3.9,36,539,IFC,9,R,250000,USA,English,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13351,13782.28142,1,1111100000,http://www.boxofficemojo.com/movies/?id=thecanyons.htm,http://www.metacritic.com/movie/the canyons,5/9/2017,1.032303305,Metacritic
caoscal08almo,#N/A,,,Quiet Chaos,Quiet Chaos,2009,Caos calmo,2008,2009,June,26,6/26/2009,Friday,26,11434,12798.438,3428,6.9,51,249,IFC,1,,-1,Italy,Italian,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3190,3570.66794,1,13200,http://www.boxofficemojo.com/movies/?id=quietchaos.htm,http://www.metacritic.com/movie/quiet chaos,5/9/2017,1.119331643,Metacritic
capeofg04hope,#N/A,,,Cape of Good Hope,Cape of Good Hope,2005,Cape of Good Hope,2004,2005,November,11,11/11/2005,Friday,45,26904,32871.89538,253,7,59,264,AL,6,PG-13,3000000,South Africa,Afrikaans,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7624,9315.169879,2,12102,http://www.boxofficemojo.com/movies/?id=capeofgoodhope.htm,http://www.metacritic.com/movie/cape of good hope,5/9/2017,1.221821862,Metacritic
capital09tory,1,1232207,http://www.imdb.com/title/tt1232207/,Capitalism: A Love Story,Capitalism: A Love Story,2009,Capitalism: A Love Story,2009,2009,September,23,9/23/2009,Wednesday,38,14363397,16056858.46,36779,7.4,61,186,Over.,995,R,-1,USA,English,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,231964,259312.8294,4,12211,http://www.boxofficemojo.com/movies/?id=capitalismalovestory.htm,http://www.metacritic.com/movie/capitalism: a love story,5/9/2017,1.11790118,Metacritic
capote05pote,3,379725,http://www.imdb.com/title/tt379725/,Capote,Capote,2005,Capote,2005,2005,September,30,9/30/2005,Friday,39,28750530,34915985.71,105834,7.4,88,2,SPC,1239,R,7000000,USA,English,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,324857,394521.5052,12,12310,http://www.boxofficemojo.com/movies/?id=capote.htm,http://www.metacritic.com/movie/capote,5/9/2017,1.21444668,Metacritic
captain01olin,#N/A,,,Captain Corelli's Mandolin,Captain Corelli's Mandolin,2001,Captain Corelli's Mandolin,2001,2001,August,17,8/17/2001,Friday,33,25543895,34744302.3,28952,5.9,36,318,Uni.,1612,R,57000000,UK,English,4,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7209345,9806008.913,1595,122100,http://www.boxofficemojo.com/movies/?id=captaincorellismandolin.htm,http://www.metacritic.com/movie/captain corelli's mandolin,5/9/2017,1.360180282,Metacritic
captain11nger,1,458339,http://www.imdb.com/title/tt458339/,Captain America: The First Avenger,Captain America: The First Avenger,2011,Captain America: The First Avenger,2011,2011,July,22,7/22/2011,Friday,29,176654505,188782192.3,544926,6.9,66,173,Par.,3715,PG-13,140000000,USA,English,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,65058524,69524922.61,3715,13100,http://www.boxofficemojo.com/movies/?id=captainamericathefirstavenger.htm,http://www.metacritic.com/movie/captain america: the first avenger,5/9/2017,1.068652013,Metacritic
captain13lips,1,1535109,http://www.imdb.com/title/tt1535109/,Captain Phillips,Captain Phillips,2013,Captain Phillips,2013,2013,October,11,10/11/2013,Friday,41,107100855,110717261.8,345071,7.8,83,27,Sony,3143,PG-13,55000000,USA,English,3,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25718314,26586728.03,3020,2321,http://www.boxofficemojo.com/movies/?id=captainphillips.htm,http://www.metacritic.com/movie/captain phillips,5/9/2017,1.033766367,Metacritic
captain14dier,3,1843866,http://www.imdb.com/title/tt1843866/,Captain America: The Winter Soldier,Captain America: The Winter Soldier,2014,Captain America: The Winter Soldier,2014,2014,April,4,4/4/2014,Friday,14,259766572,264543948.7,539603,7.8,70,169,BV,3938,PG-13,170000000,USA,English,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,95023721,96771305.8,3938,2311,http://www.boxofficemojo.com/movies/?id=captainamericathewintersoldier.htm,http://www.metacritic.com/movie/captain america: the winter soldier,5/9/2017,1.018391037,Metacritic
captain16lwar,3,3498820,http://www.imdb.com/title/tt3498820/,Captain America: Civil War,Captain America: Civil War,2016,Captain America: Civil War,2016,2016,May,6,5/6/2016,Friday,19,408084349,410127921.9,406908,7.9,75,121,BV,4226,PG-13,250000000,USA,English,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,179139142,180036221,4226,1221,http://www.boxofficemojo.com/movies/?id=captainamericacivilwar.htm,http://www.metacritic.com/movie/captain america: civil war,5/9/2017,1.005007722,Metacritic
captain16stic,3,3553976,http://www.imdb.com/title/tt3553976/,Captain Fantastic,Captain Fantastic,2016,Captain Fantastic,2016,2016,July,8,7/8/2016,Friday,28,5879736,5899381.709,101803,7.9,72,163,BST,550,R,-1,USA,English,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,93824,94137.4901,4,1321,http://www.boxofficemojo.com/movies/?id=captainfantastic.htm,http://www.metacritic.com/movie/captain fantastic,5/9/2017,1.003341257,Metacritic
captive14tive,#N/A,,,The Captive,The Captive,2014,The Captive,2014,2014,September,5,9/5/2014,Friday,36,1075178,1090540.202,20900,5.9,36,564,A24,133,R,-1,Canada,English,4,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,407804,413630.7259,132,122000,http://www.boxofficemojo.com/movies/?id=thecaptive.htm,http://www.metacritic.com/movie/the captive,5/9/2017,1.014288055,Metacritic
captive15veii,#N/A,,,Captive (2015),Captive,2015,Captive,2015,2015,September,18,9/18/2015,Friday,38,2583301,2621158.364,4900,5.3,37,544,Par.,807,PG-13,2000000,USA,English,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1393243,1413660.484,806,1221000,http://www.boxofficemojo.com/movies/?id=captive(2015).htm,http://www.metacritic.com/movie/captive,5/9/2017,1.014654647,Metacritic
captivi07vity,#N/A,,,Captivity,Captivity,2007,Captivity,2007,2007,July,13,7/13/2007,Friday,28,2626800,3044630.928,20970,4.7,24,456,ADF,1061,R,17000000,USA,English,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1429100,1656419.24,1061,11210000,http://www.boxofficemojo.com/movies/?id=captivity.htm,http://www.metacritic.com/movie/captivity,5/9/2017,1.159064614,Metacritic
capturi03mans,#N/A,,,Capturing the Friedmans,Capturing the Friedmans,2003,Capturing the Friedmans,2003,2003,May,30,5/30/2003,Friday,22,3119113,4103834.822,20177,7.8,90,5,Magn.,78,,-1,USA,English,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65154,85723.49062,3,2311,http://www.boxofficemojo.com/movies/?id=capturingthefriedmans.htm,http://www.metacritic.com/movie/capturing the friedmans,5/9/2017,1.315705722,Metacritic
caranch10ncho,3,1542852,http://www.imdb.com/title/tt1542852/,Carancho,Carancho,2011,Carancho,2010,2011,February,11,2/11/2011,Friday,6,85526,93302.63673,6356,6.9,66,179,Strand,5,,-1,Argentina,Spanish,4,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,15810,17247.55848,5,13200,http://www.boxofficemojo.com/movies/?id=carancho.htm,http://www.metacritic.com/movie/carancho,5/9/2017,1.090927165,Metacritic
carandi03diru,#N/A,,,Carandiru,Carandiru,2004,Carandiru,2003,2004,May,14,5/14/2004,Friday,20,216335,276204.081,14781,7.6,71,108,SPC,15,R,3653832,Brazil,Portuguese,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17945,22911.14352,6,2310,http://www.boxofficemojo.com/movies/?id=carandiru.htm,http://www.metacritic.com/movie/carandiru,5/9/2017,1.276742464,Metacritic
carbonn10tion,#N/A,,,Carbon Nation,Carbon Nation,2011,Carbon Nation,2010,2010,May,7,5/7/2010,Friday,19,16901,18702.35419,199,6.9,44,421,CWM,2,,-1,USA,English,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,402,444.8462448,1,12111,http://www.boxofficemojo.com/movies/?id=carbonnation.htm,http://www.metacritic.com/movie/carbon nation,5/9/2017,1.106582699,Metacritic
careful15hfor,#N/A,,,Careful What You Wish For,Careful What You Wish For,2016,Careful What You Wish For,2015,2016,June,10,6/10/2016,Friday,24,,,4896,5.6,32,569,SM,,R,8000000,USA,English,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,121000,http://www.boxofficemojo.com/movies/?id=carefulwhatyouwishfor.htm,http://www.metacritic.com/movie/careful what you wish for,5/9/2017,1.001717714,Metacritic
carlos10rlos,#N/A,,,Carlos,Carlos,2010,Carlos,2010,2010,October,15,10/15/2010,Friday,42,145526,160644.1068,10875,7.7,94,2,IFC,7,,-1,France,English,4,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,20006,22084.34231,2,2311,http://www.boxofficemojo.com/movies/?id=carlos.htm,http://www.metacritic.com/movie/carlos,5/9/2017,1.10388595,Metacritic
carlosc04erer,#N/A,,,Carlos Castaneda: Enigma of a Sorcerer,Carlos Castaneda: Enigma of a Sorcerer,2004,Carlos Castaneda: Enigma of a Sorcerer,2004,2004,March,5,3/5/2004,Friday,10,107040,137902.248,70,5.5,32,440,Indic.,2,,-1,USA,English,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4236,5457.342327,2,2000001002,http://www.boxofficemojo.com/movies/?id=carloscastanedaenigmaofasorcerer.htm,http://www.metacritic.com/movie/carlos castaneda: enigma of a sorcerer,5/9/2017,1.28832444,Metacritic
carman:01pion,#N/A,,,Carman the Champion,Carman the Champion,2001,Carman: The Champion,2001,2001,March,2,3/2/2001,Friday,9,1765751,2419459.679,760,6,,,8X,232,PG-13,-1,USA,English,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,769080,1053805.463,232,4,http://www.boxofficemojo.com/movies/?id=carmanthechampion.htm,http://www.metacritic.com/movie/carman the champion,6/12/2017,1.370215664,Metacritic
carmo08armo,#N/A,,,"Carmo, Hit the Road","Carmo, Hit the Road",2010,Carmo,2008,2010,October,15,10/15/2010,Friday,42,1512,1669.075556,170,5.8,,,FRun,1,,-1,Spain,Portuguese,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,835,921.7447682,1,221001,http://www.boxofficemojo.com/movies/?id=carmohittheroad.htm,"http://www.metacritic.com/movie/carmo, hit the road",6/12/2017,1.10388595,Metacritic
